inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
,2180000.0,0.0,,Bogotá,1,1,27.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Hermoso apartaestudio de 27 m en arriendo amoblado, ubicado en piso 27 con vista exterior. Se encuentra cerca del parque de Los Periodistas, la estación Las Aguas y reconocidas universidades como Los Andes, Tadeo, Rosario, Gran Colombia y Externado. Cuenta con cocina integral, baño con ducha eléctrica, clóset y escritorio. El edificio ofrece completas zonas comunes como coworking, gimnasio, zona de estudio, terrazas, lavandería y parqueadero. Ideal para vivir con comodidad en una zona de alta valorización y excelente conectividad. En el canon incluye servicios y internet. Contáctanos para mayor información. LA ***"
,3000000.0,300000.0,Zona centro,Bogotá,1,2,40.0,"Apartamento En Arriendo En Centro Internacional, Bogotá [ARR] ID HOUM: 115456 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio Parque Bavaria, con una superficie construida de 40.00 m² y superficie total de 40.00 m². Sus principales características son: • Amoblado • 1 dormitorio • 2 baños • No Admite mascotas • 1 parqueadero • Cocina tipo americana • Piso 23 • Año de construcción: 2010 Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Vigilancia 24 hrs • Ascensor • Gimnasio • Lavandería Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros M"
,2320000.0,230000.0,Zona centro,Bogotá,1,1,40.0,"Apartamento En Arriendo En Las Nieves, Bogotá Bienvenido a este apartamento totalmente amoblado disponible para arriendo, ideal para quienes buscan comodidad, ubicación y funcionalidad en un solo lugar. Cuenta con 40 m² muy bien distribuidos, una habitación amplia, baño moderno, acogedora sala–comedor, y está equipado con lavadora y nevera, listo para habitar sin preocupaciones. Su excelente ubicación, cercana al centro de la ciudad, permite fácil acceso a múltiples vías principales, transporte público, universidades y una variada oferta de comercio y servicios. Una opción práctica y atractiva para quienes desean vivir con confort y conectividad."
,1323000.0,117000.0,Zona centro,Bogotá,1,1,30.0,"Apartamento En Arriendo En La Veracruz, Bogotá Descubre la comodidad y el estilo de vida que te ofrece este moderno apartaestudio, estratégicamente ubicado en el corazón de Bogotá. Situado en el piso 18, este espacio exterior se destaca por su excelente iluminación natural y sus espectaculares vistas panorámicas hacia la ciudad, que podrás disfrutar a través de sus amplias ventanas. El edificio cuenta con exclusivas zonas comunes diseñadas para tu bienestar, comodidad y entretenimiento: gimnasio completamente equipado, zonas de recreación, elegantes salones sociales, espacios de coworking ideales para trabajar desde casa y una espectacular terraza BBQ perfecta para compartir momentos especiales. Además, podrás relajarte en el acogedor salón de música y aprovechar las prácticas zonas de lavandería disponibles en el edificio, pensadas para facilitar tu día a día. Si estás buscando un lugar que combine ubicación privilegiada, confort moderno y vistas incomparables de la ciudad, este apartaestudio es la opción perfecta para ti. Contactanos-"
,1500000.0,208100.0,,Bogotá,1,1,32.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Aparta estudio , ubicado en el Centro Historico de la ciudad,al lado de l iglesia Belen,cerca a la Plaza de Bolivar,rodeado de museos ,sector residencial y comercial ,supermercados,facilidad en vias de acceso,cercano a la cra 10,estacion de Transmilenio San Victorino , rutas SITP y cualquier tipo de transporte.El edificio cuenta con vigilancia veinticuatro horas ,ascensor por torre ,zonas humedas gimnasio,teatrino,lavanderia comunal. 193-807"
,5400000.0,750000.0,Zona centro,Bogotá,3,3,133.0,"Apartamento En Arriendo En Las Nieves, Bogotá ¡OPORTUNIDAD DE ARRIENDO! AMPLIO APARTAMENTO EN EL CENTRO DE Bogotá – EDIFICIO BARICHARA Se arrienda excelente apartamento de 133 m², ubicado en quinto piso con ascensor, en el reconocido Edificio Barichara, en pleno centro de la ciudad, con acceso cercano a transporte público, comercio y servicios. El inmueble cuenta con 3 alcobas, 3 baños, cuarto de servicio, y una funcional cocina integral eléctrica trifásica. Dos de las habitaciones disponen de closet, brindando buena capacidad de almacenamiento. Se destaca por sus amplios espacios, excelente distribución e iluminación natural, ideal para familias o para quienes buscan comodidad en una ubicación estratégica. El edificio cuenta con ascensor, facilitando el acceso al inmueble. Importante: No cuenta con parqueadero."
,9000000.0,1500000.0,,Bogotá,3,5,320.0,"Casa En Arriendo En Centro Internacional, Bogotá Arriendo Casa en San Sebastián Guaymaral. La casa consta de tres (3) alcobas cada una con su baño, la alcobas están en el primer piso, cuenta con terraza , sala con chimenea y salida a zona de BBQ, comedor independiente, Cocina integral, zona de lavandería, cuarto y baño de servicio, estudio, family room, deposito , dos (2) garajes cubiertos y dos(2) descubiertos mas, la casa posee una vista bellísima en todo su entorno con Jardines y árboles que hacen una excelente zona para descansar lejos del ruido de la ciudad, casa con muy buenos acabados y espacios agradables. Conjunto con amplias zonas verdes, buena seguridad y transporte."
,3450000.0,0.0,Zona centro,Bogotá,1,1,50.0,"Apartamento En Arriendo En San Diego, Bogotá Apartamento para estrenar en arriendo en Plaza de Toros El apartamento cuenta con: Piso 2 (Exterior) 50.1 mts 1 cuarto 1 baño Parqueadero y depósito por valor adicional Estrato 3 Apartamento para estrenar en arriendo en Plaza de Toros. Muy bien ubicado entre la Cra 6 con Calle 26B. Se encuentra cerca de restaurantes y centros comerciales. El edificio cuenta con vigilancia 24 horas y parqueadero de visitantes. Disponibilidad inmediata. Valor canon de arrendamiento: $ *** -Incluida administración CÓDIGO: ***"
,8500000.0,0.0,,Bogotá,9,2,316.0,"Casa En Arriendo En Teusaquillo, Bogotá Casa de dos pisos, lote de 20X10 MTS, área 200 M2 y área construida de 316 M2. Tiene un apartamento de 100 M2, en el primer piso tiene una cocina integral grande, baño social, sala comedor y habitación con baño privado. Segundo piso, 2 habitaciones con baño privado, habitación principal con sala, zona lavandería y zona de ropa.... En la otra parte de la casa zona habilitada para bodega de 340 M2 o para proyecto de aparta-estudios con 4 habitaciones en el segundo piso, garaje cubierto, puesta eléctrica. Valor de la casa según avaluó de -Avaluos Capital- julio 2024. Escuchamos ofertas. ***"
,3800000.0,0.0,Zona centro,Bogotá,1,1,52.0,"Apartamento En Arriendo En La Macarena, Bogotá Lindo apartamento para estrenar en arriendo de 50 m, con diseño contemporáneo y excelente distribución. Cuenta con una habitación, un baño, sala-comedor y cocina abierta que integra de manera armónica la zona social. El edificio dispone de gimnasio, lavandería comunal y área de coworking, ideales para un estilo de vida práctico y moderno. Contáctanos para más información. RC ***"
,1600000.0,0.0,,Bogotá,1,1,40.0,"Apartaestudio En Arriendo En El Redil, Bogotá El apartaestudio está ubicado en el barrio Redil, al norte de Bogotá, en un sector residencial tranquilo con fácil acceso a comercio y servicios. A pocos minutos se encuentran los centros comerciales Belmira Plaza y Cedritos, que ofrecen variedad de tiendas, restaurantes y supermercados. En el sector también destacan importantes centros de salud como la Fundación Cardioinfantil y la Clínica Los Cobos Medical Center. Además, cuenta con cercanía a instituciones educativas como la Universidad El Bosque y el Colegio Anglo Colombiano. Tiene buena conexión de transporte por la Carrera Séptima. El inmueble ofrece una excelente distribución, sala comedor, cocina semi integral, una habitación, un baño, buenos acabados y muy buena iluminación natural. Cualquier información contactar al 3161743932o al correo jenny.castellanosinmobiliariabogota.com. El equipo de Inmobiliaria Bogotá está comprometido a brindar una vida excepcional desde el momento en que haces parte de nuestra comunidad. ***"
,2300000.0,0.0,Zona centro,Bogotá,1,1,33.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 33 mts Cundinamarca BOGOTÁ CENTRO INTERNACIONAL Codigo Coninsa:95453 Se arrienda espectacular apartaestudio para estrenar, ubicado en piso 18, con excelente vista y muy buena iluminación natural. Cuenta con una ubicación estratégica, muy cerca de la Carrera 7 y la Avenida Caracas, con fácil acceso a transporte público, comercio y universidades. Ideal para quienes buscan comodidad, modernidad y excelente ubicación en la ciudad."
,1500000.0,0.0,Zona centro,Bogotá,1,1,22.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 22 mts Cundinamarca BOGOTÁ LAS NIEVES Codigo Coninsa:74988 Apartaestudio Nuevo para Estrenar – Excelente Ubicación Universitaria Estrena tu nuevo espacio Apartaestudio moderno, cómodo y funcional, ideal para estudiantes o profesionales jóvenes. Características del inmueble: 100% nuevo – Para estrenar Espacio tipo loft, con excelente iluminación natural Cocina semi integral con estufa, lavaplatos y espacio para nevera Zona de ropas independiente Baño privado con acabados modernos Pisos en cerámica / madera laminada (según diseño) Conexiones para lavadoraA pocos minutos caminando de: Universidad Central Universidad Jorge Tadeo Lozano (La Tadeo) Universidad de Los Andes Transporte público cercano y acceso rápido a TransMilenio Zona segura, con restaurantes, supermercados y servicios"
,1450000.0,0.0,Zona centro,Bogotá,2,1,37.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 37 mts Cundinamarca BOGOTÁ PALOQUEMAO Codigo Coninsa:91060 Apartamento en arriendo en el sector de Paloquemao, de 2 alcobas, con baño y cocina, ideal para quienes buscan un espacio cómodo y funcional; ubicado en conjunto residencial que ofrece gimnasio, cancha, zona de lavandería, parque para niños y parque para perros, brindando comodidad y espacios de recreación. Se encuentra cerca de la Plaza de Paloquemao, con fácil acceso a estaciones de TransMilenio como Estación Paloquemao y Estación San Façon, y a pocos minutos del Centro Comercial Mallplaza, rodeado de comercio, servicios y excelente conectividad, ideal para quienes buscan practicidad y ubicación estratégica en el centro de Bogotá."
,1600000.0,0.0,Zona centro,Bogotá,2,1,40.0,"Apartamento En Arriendo En La Candelaria, Bogotá Código 19615 Se arrienda apartamento de 40 m². ubicado en el sector de Las Aguas. a pocos minutos de universidades. transporte público y zonas culturales del centro de Bogotá. Cuenta con dos habitaciones. sala-comedor. cocina equipada y baño. Dispone de servicios de agua. energía y gas independientes. además de internet. lo que brinda mayor comodidad y control del consumo. Canon de arrendamiento $1.600.000 mensuales. Una opción funcional y bien ubicada. ideal para estudiantes que buscan cercanía a su lugar de estudio."
,3100000.0,250000.0,Zona centro,Bogotá,1,1,32.8,"Apartamento En Arriendo En Centro Internacional, Bogotá Arriendo hermoso apartamento amoblado, moderno con balcón Centro Internacional Bogotá, club house, alta valorización, oportunidad de inversión, tipo loft, baño, exterior, vista panorámica, piscina, coworking, cerca museo nacional, centro comercial y estaciones de Transmilenio. ¡Contáctenos!. ***"
,1513800.0,196000.0,,Bogotá,1,1,17.0,"Apartaestudio En Arriendo En Chapinero Central, Bogotá Apartaestudio amoblado en arriendo ubicado en excelente sector, con un área de 17.47 m², ideal para una persona que busque practicidad y comodidad. El inmueble cuenta con un solo ambiente bien distribuido que integra zona de descanso, cocina y espacio funcional, totalmente dotado para una estadía cómoda. Se encuentra en una zona estratégica, con fácil acceso a vías principales, transporte público, comercio, universidades y servicios esenciales, convirtiéndose en una excelente opción para vivir."
,2500000.0,0.0,,Bogotá,1,1,49.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Aparta estudio AMOBLADO remodelado ubicado en el centro de la ciudad sobre la séptima, con excelentes vías de acceso y un comercio importante, Próximo a Universidades, museos y el centro histórico de Bogotá , estaciones de Transmilenio cerca como las Aguas , Museo del Oro y Estación las nieves. El precio incluye administración y servicios tales como agua, luz, gas, internet."
,2000000.0,0.0,Zona centro,Bogotá,1,1,28.0,"Apartamento En Arriendo En Las Nieves, Bogotá APARTAESTUDIO EN ARRIENDO EN LAS NIEVES 120244, Hermoso aparta estudio MONOAMBIENTE, AMOBLADO, Cuenta con 28 metros excelente distribución , con vista interior , piso 14, espacio de habitación con cama doble y zona de estudio, espacio de sala comedor , cocina integral abierta con estufa eléctrica y nevera, un baño con división en vidrio, Edificio moderno con lavandería comunal, coworking, salón de juegos, salón social, zona de BBQ, Terraza , Parqueadero para visitantes. Cerca a museo del oro , Museo Internacional de la Esmeralda."
,1550000.0,300000.0,Zona centro,Bogotá,1,1,31.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Arriendo aparta estudio en el sector de centro internacional piso 19, es de un solo ambiente, cuenta con su espacio de habitación y espacio para sala, cocina integral eléctrica, zona de lavandería, un baño, el edificio cuenta con muy buenas áreas sociales como lavandería comunal, gimnasio, sauna, jacuzzi, to working, salón social, vigilancia las 24 horas, al lado de la torre de Colpatria, cerca a la plaza de toros, con vías de fácil de acceso como la Ak. 7, la Ak. 10, la calle 26, entre otras, para mayor información contáctanos ***"
,1650000.0,300000.0,Zona centro,Bogotá,1,1,32.0,"Apartamento En Arriendo En Centro Internacional, Bogotá ARRIENDO HERMOSO APARTA ESTUDIO CON LA MEJOR UBICACION DE LA CIUDAD PARA ESTRENAR, CON EXCELENTE VISTA HACIA LOS CERROS, Y MIRA A LA PLAZA DE TOROS , TIENE EL ESPACIO DE LA HABITACION, EL ESPACIO DE LA SALA, UN BAÑO, COCINA INTEGRAL ELECTRICA, ZONA DE LAVANDERIA, ESTE EDIFICIO SE ENCUENTRA AL LADO DE LA TORRE COLPATRIA, A LA PLAZA DE TOROS, Y CON VIAS DE ACCESO COMO LA CRA 7, LA CALLE 26, CRA 10, ENTRE OTRAS. EL CONJUNTO CUENTA CON LAVADORAS COMUNALES, GIMNASIO, SALA DE NEGOCIOS, TERRAZA, BBQ, SAUNA, Y JACUZZI. SI DESEAS MAYOR INFORMACION CONTACTAME ***"
,4000000.0,0.0,Zona centro,Bogotá,2,2,49.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Ubicado en la Calle 34 # 7 - 59 Citadinno en pleno corazón de la ciudad. Este proyecto de vivienda urbana cuenta con 313 apartamentos, ideales para quienes buscan funcionalidad y ubicación. Gracias a su estratégica localización, Citadinno ofrece fácil acceso a avenidas principales, centros culturales, zonas universitarias y servicios clave. El edificio incluye zonas comunes pensadas para el bienestar y la vida moderna en la ciudad, cuenta con zona BBQ, de lavandería, gimnasio, salón de juegos, zona de mascotas, parque infantil, salón social, parqueadero de visitantes. SE ARRIENDA AMOBLADO O SIN."
,5550000.0,0.0,Zona centro,Bogotá,2,2,60.0,"Apartamento En Arriendo En San Diego, Bogotá Apartamento con terraza para estrenar en arriendo en Plaza de Toros El apartamento cuenta con: Piso 2 (Exterior) 60.1 mts + Terraza 2 cuartos 2 baños Parqueadero. y depósito por valor adicional Estrato 3 Apartamento con terraza para estrenar en arriendo en Plaza de Toros. Muy bien ubicado entre la Cra 6 con Calle 26B. Se encuentra cerca de restaurantes y centros comerciales. El edificio cuenta con vigilancia 24 horas y parqueadero de visitantes. Disponibilidad inmediata. Valor canon de arrendamiento: $ *** -Incluida administración CÓDIGO: ***"
,2300000.0,0.0,Zona centro,Bogotá,1,1,46.0,"Apartamento En Arriendo En Centro Internacional, Bogotá APARTAMENTO PARA ESTRENAR, UBICADO EN EL CORAZÓN DE BOGOTÁ, FÁCIL ACCESO A LAS MEJORES UNIVERSIDADES Y EN MEDIO DE UN DESTACADO CENTRO EMPRESARIAL, CON EXCELENTES RESTAURANTES, ACCESO RÁPIDO AL AEROPUERTO. UNA ALCOBA CON VESTIER Y BAÑO PRIVADO SEPARADO CON PARED ABIERTA A LOS LADOS PARA SU SALA COMEDOR INDEPENDIENTE, CON UN INGRESO DE LUZ NATURAL ESPECTACULAR POR SUS VENTANALES DE TECHO A PISO, UBICADO EN UN PISO 18 VISTA ABIERTA, ÁREA DE 46.4 METROS PRIVADOS, COCINA ABIERTA GRANDE CON ESTUFA DE INDUCCIÓN DE CUATRO PUESTOS, ZONA DE LAVANDERÍA CERRADA, UN PARQUEADERO CUBIERTO EL EDIFICIO ESTA EN ETAPA DE ENTREGA TENDRÁ EN EL PRIMER PISO LOCALES DE MARCA, PARQUEADEROS VISITANTES, ZONAS SOCIALES MUY EXCLUSIVAS COMO ZONAS HÚMEDAS, GYM, COWORKING, ZONA DE BBQ, . SEGURIDAD 24 HORAS LOS SIETE DÍAS DE LA SEMANA, INGRESO DIGITALIZADO. RECEPCIÓN TIPO LOBBY. CERCA A AVENIDAS PRINCIPALES COMO LA SÉPTIMA, CALLE 26, CARRERA 13, A TAN SOLO A 10 MINUTOS DEL CENTRO DE BOGOTA. ***"
,1800000.0,0.0,Zona centro,Bogotá,1,1,22.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Espectacular apartaestudio de 22 m con vista privilegiada al norte de Bogotá. Moderno, funcional y muy bien distribuido, cuenta con una habitación acogedora, cocina abierta con estufa eléctrica y baño completo. Ubicado en un edificio nuevo de diseño contemporáneo y excelente ubicación, es ideal para quienes buscan comodidad y practicidad en un solo espacio. ¡Agenda tu visita! CB ***"
,4500000.0,200000.0,Zona centro,Bogotá,1,1,34.0,"Apartamento En Arriendo En La Macarena, Bogotá Apartamento ubicado en una zona privilegiada. Con una distribución inteligente de 34 metros cuadrados, que ofrece una iluminación natural que realza cada rincón. La sala-comedor es acogedora y funcional, con una vista exterior que te conecta con el entorno. La cocina integral y la zona de ropas están diseñadas para tu comodidad. Disfruta de momentos de relax en la terraza de 20 m2, y accede fácilmente a todas las áreas gracias al ascensor. Además, el edificio cuenta con gimnasio, parqueadero para visitantes y todas las comodidades que necesitas. ¡Haz de este lugar tu nuevo hogar!"
,2600000.0,120000.0,Zona centro,Bogotá,1,1,33.0,"Apartamento En Arriendo En Centro Internacional, Bogotá [ARR] ID HOUM: 159411 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio Sagrado Corazón, con una superficie construida de 30.00 m² y superficie total de 33.00 m². Sus principales características son: • Amoblado • 1 dormitorio • 1 baño • Admite mascotas • Piso 18 Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Vigilancia 24 hrs • Ascensor • Zona de juegos • Alberca • Gimnasio • Lavandería • Zona de asadores Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Más que una inmobiliaria,"
,19000000.0,0.0,,Bogotá,20,3,900.0,"Casa En Arriendo En La Candelaria, Bogotá Amplia casa colonial para uso institucional y comercial, La casa consta de 20 amplios salones, patio central, baterias de baños independientes para mujeres y hombres, esta bella propiedad ha sido conservada guardando su diseños original en gran medida; ubicada en el centro histórico de Bogotá, donde encontrara las principales instituciones; La mejor forma de recorrer La Candelaria es caminándola y disfrutando de su arquitectura. Así, en sus casas de aleros decimonónicos y balcones coloniales,Gran parte de sus construcciones –muchas de ellas de estilos colonial y republicano– se conservan y han sido declaradas bienes de interés histórico y cultural. En esta zona del centro histórico de Bogotá existen cerca de 500 instituciones o grupos artísticos, museos y centros de investigación, además de teatros, bibliotecas y universidades. Hoy, estas casonas son salas de teatros (La Candelaria, Seki Sano, el Tecal, García Márquez, etc.) y museos (Colonial, del Florero, Casa de la Moneda, Quinta de Bolívar, Militar, etc.) o han desaparecido para levantar en su reemplazo los modernos edificios de las Universidades (La Salle, Externado, Andes, etc.) y la biblioteca más visitada del continente, Biblioteca Luis Ángel Arango. Esta mezcla entre lo antiguo y lo moderno, no solo es visible en la arquitectura, sino en la vida propia de esta zona. Se mezclan en sus calles artistas, estudiantes, visitantes de todas partes del mundo, con los habitantes originales de algunas de estas viviendas."
,2550000.0,0.0,,Bogotá,1,1,37.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Código inmueble: 116743. ¡Descubre la comodidad con este Apartaestudio Amoblado !Con 1 ambiente, 1 baño con excelentes acabados , Habitación, cocina, Estrato 3, No parqueadero, No depósito, Ascensor Apto 501, con vista exterior pero buena iluminación natural. Este acogedor espacio de 37 metros cuadrados ofrece un ambiente perfecto para disfrutar en familia o con amigos. Además, su precio de $2,750,000 convierte en una excelente opción para aquellos que buscan calidad y confort. O un Apartaestudio Semi amoblado $2’500.000 con Nevera, lavadora, estufa eléctrica, horno, purificador de ozono, cortinas, mueble madera para televisión amplio en la sala, repisas de madera sala, mesas de noche habitación, espaldar de madera, repisas de madera de habitación, estantería cuarto útil baño. ¡No pierdas la oportunidad de vivir una experiencia inigualable en este encantador apartamento!"
,2850000.0,0.0,Zona centro,Bogotá,1,2,53.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Hermoso apartamento ubicado en centro internacional, consta de salacomedor con vista exterior, baño social, cocina independiente con zona de lavanderia, patio de ropas, habitacion principal amplia, baño con tina, closet amplio. Edificio cuenta con vigilacion 24 horas ."
,1600000.0,0.0,,Bogotá,1,1,45.0,"Apartaestudio En Arriendo En Santa Fe, Bogotá Apartaestudio en arriendo 45 m Zona Samper Mendoza Se arrienda comodo y funcional apartaestudio de 45 m, ubicado en el sector Samper Mendoza, una zona estrategica con excelente acceso a universidades, comercio y transporte publico. El inmueble cuenta con: Amplia sala-comedor con buena distribucion Cocina integral 1 bano completo Vista externa, que brinda iluminacion y ventilacion natural Ubicado en segundo piso Excelente ubicacion, cerca de universidades, vias principales y multiples opciones de transporte publico, lo que facilita la movilidad diaria. Ideal para estudiantes, profesionales o parejas que buscan comodidad y buena ubicacion."
,2500000.0,0.0,Zona centro,Bogotá,1,1,27.0,"Apartamento En Arriendo En Samper Mendoza, Bogotá ✨ Loft moderno AMOBLADO en arriendo | Ubicación estratégica | Amenidades exclusivas Descubre este acogedor apartamento tipo loft de 27 m², ideal para quienes buscan comodidad, funcionalidad y estilo en una de las zonas más buscadas de Bogotá. ✔️ 1 alcoba | 1 baño completo ✔️ Cocina integral equipada ✔️ Excelente iluminación natural y vista panorámica ✔️ Admite mascotas ? Edificio moderno con seguridad 24/7, piscina, gimnasio, salón comunal y parqueadero cubierto. ? Cerca de centros comerciales, universidades y transporte público. ? Los espacios tipo loft modernos y compactos tienen alta demanda por su practicidad y ubicación. ? Agenda tu visita ahora con Inmobys y conoce si este puede ser tu próximo hogar."
,2000000.0,10000.0,Zona centro,Bogotá,2,2,45.0,"Apartamento En Arriendo En La Sabana, Bogotá Apartamento en arriendo ubicado en el barrio La Sabana, en el centro de Bogotá, con excelente acceso a transporte público y a pocos pasos de estación de TransMilenio. Ubicado en el piso 14, este acogedor apartamento de 44 m² ofrece una espectacular vista panorámica de la ciudad. Se entrega completamente amoblado y cuenta con dos habitaciones, dos baños, sala-comedor y una moderna cocina integral a gas equipada con horno y nevera. Además, dispone de zona de lavandería independiente con lavadora.el apartamento se entrega totalmente encortinado El conjunto residencial brinda excelentes comodidades para el bienestar y la recreación, incluyendo vigilancia 24 horas, zona de trote, salones sociales, cancha de fútbol, cancha de tenis y parqueadero para visitantes. Una excelente opción para quienes buscan comodidad, ubicación estratégica y un estilo de vida práctico en el corazón de la ciudad."
,2500000.0,300000.0,,Bogotá,1,1,38.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Apartaestudio amoblado para estrenar de 38m2, ubicado en el tradicional y estratégico barrio La Candelaria, Bogotá, una de las zonas con mayor valor histórico, cultural y académico de la ciudad. El inmueble ofrece una distribución funcional y acabados modernos que brindan confort y estilo. Cuenta con cocina integral de concepto abierto con barra americana, sala completamente equipada con vista exterior, habitación principal y un espacio adicional con opción de estudio o segunda habitación, ideal para adaptar según las necesidades del residente. Dispone de baño con acabados de lujo y zona de lavandería independiente dotada con lavadora y secadora. Se encuentra en cuarto piso con ascensor; el edificio no cuenta con garaje privado, dispone de parqueaderos comunales. Su excelente ubicación permite fácil acceso a universidades, entidades gubernamentales, museos, restaurantes, comercios y transporte público. Ideal para profesionales, ejecutivos, estudiantes o extranjeros que buscan un inmueb"
,2600000.0,0.0,Zona centro,Bogotá,1,1,32.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Estrene este hermoso apto de lujo y comodidad, totalmente amoblado, diseñado para quienes buscan un estilo de vida sofisticado y seguro. Disfrute de vistas panorámicas y una iluminación natural excepcional que realza cada espacio. Este exclusivo edificio redefine la vida urbana, con seis ascensores de alta velocidad, vigilancia 24/7 para su total tranquilidad y una impresionante gama de amenidades. Relajese en la piscina, disfrute de teatrino, sea productivo en el espacio de co-working o aproveche la conveniente lavandería comunal. Ubicado estratégicamente, este hogar le permite vivir cerca de todo, conectándolo con lo mejor de la ciudad. Experimente la perfecta combinación de elegancia, confort y conveniencia."
,10000000.0,0.0,,Bogotá,5,7,1500.0,"Apartamento En Arriendo En Vereda El Salitre, Bogotá Has que tus sueños sean una realidad en esta Hermosa Casa en zona campestre, vereda el salitre vía la Calera, con un metraje increíble de 1.600 Mts y 500 Mts construidos, te encontrarás con paisajes naturales, zonas verdes naturales, reservas ambientales únicas, un ambiente tranquilo y aire puro. En ésta hermosa casa para venta o alquiler de 3 niveles Primera Planta Lobby, Sala Principal, sala social y Comedor, Cocina abierta tipo americana con isla y una estufa de 4 puestos a gas, baño auxiliar, zona de lavandería, acceso a cuarto de utilería, habitación de servicio con baño o podrías adaptarla a zona de juegos donde podrás poner mesa de billar o ping pong por lo espaciosa que es. Segunda Planta pasillo o hall con vista panorámica a las 3 habitaciones cada una con su baño, estudio, baño social y terraza principal para zona de bbq. Tercera planta Habitación principal con baño, jacuzzi y terraza con una vista increíble, vestier independiente con su walking closed y zona de gym, ***"
,4000000.0,0.0,Zona centro,Bogotá,3,3,115.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 115 mts Cundinamarca BOGOTÁ LA MERCED Codigo Coninsa:95841 Se arrienda hermoso inmueble dúplex, caracterizado por su excelente iluminación natural y espacios amplios que brindan confort y calidez en cada ambiente. Ubicado estratégicamente sobre la Carrera 5, a pocas cuadras de la Carrera Séptima, una de las principales vías de la ciudad, lo que garantiza fácil acceso a transporte público, comercio y servicios. Este inmueble es ideal para quienes buscan comodidad, buena ubicación y un entorno práctico para el día a día. Una excelente oportunidad para vivir en un sector con alta valorización y conectividad"
,1450000.0,0.0,Zona centro,Bogotá,2,1,50.0,"Apartamento En Arriendo En Bosque Izquierdo, Bogotá Se arrienda acogedor apartamento ubicado en el tradicional barrio La Perseverancia, ideal para quienes buscan comodidad, excelente ubicacion y facil acceso a multiples servicios. Este inmueble cuenta con 2 habitaciones bien iluminadas, 1 bano funcional, amplia sala-comedor con excelente entrada de luz natural, cocina integral moderna, zona de ropas independiente, ducha electrica y 1 closet. Su distribucion permite un ambiente comodo y practico para el dia a dia. El sector se caracteriza por su ambiente tranquilo y su cercania a importantes vias de acceso como la Carrera 5, Carrera 7 y la Avenida Circunvalar, facilitando la movilidad hacia diferentes puntos de la ciudad. Ademas, se encuentra cerca de universidades, centros culturales, supermercados, restaurantes y zonas turisticas. El conjunto ofrece zonas comunes como areas verdes, acceso controlado y espacios de esparcimiento, ideales para disfrutar en familia. Una excelente oportunidad para vivir en una zona con alta valorizacion."
